Brand,Model,Star,Title,Date,Pros,Cons,Other
AMD,YD270XBGAFBOX,5,This CPU is a BEAST!,2018-10-30,"Pros:Fast... Very very fast. Great Value for money, and the next closest one from the competition is $200 more with a more expensive motherboard.",Cons:None that I've found so far.,"Other Thoughts:I would recommend this to people that are looking for a very powerful CPU at a reasonable price. It's good to see AMD back in the game, with a competitive CPU. Now, let's work on those video cards guys!"
AMD,YD270XBGAFBOX,5,Don't get a Power Hungry Thread,2018-10-30,Pros:- Low Power Consumption- Overclocks like The Algorithm- Sonic The Hedgehog,Cons:- None,"Other Thoughts:- If you don't want to blow the Bank, and want to save on Electricity Bills, while still Overclocking, then take the Leap."
AMD,YD270XBGAFBOX,5,Nice!,2018-10-30,Pros:-Installed flawlessly on my x370 Aorus Gaming 5 Mobo-Got it to 4.1GHz stable almost right away at Vcore 1.4 and Soc at 1.2-Good performance increase from Ryzen 1600 at 3.9GHz-I go it for $269 at the time. My 1600 was $219 when it came out.,Cons:-Couldn’t get it to 4.2GHz. Might of been my Mobo or need more voltage.-Wish it made me pancakes with what temps it gets but water cooling helped a lot with OC.,Other Thoughts:Get this instead of the 2700x if you want to save money or know how to OC.
AMD,YD270XBGAFBOX,5,Faster Than What It Replaces,2018-10-30,Pros:Good single core; very good multi-core.  Reasonable power consumption,Cons:None -- no AVX-512? ¯\_(ツ)_/¯,"Other Thoughts:Replaces an E3-1230v2, which despite some nebulous reviews on the internet, it replaces handily."
AMD,YD270XBGAFBOX,3,Great processor.,2018-10-30,"Pros:if you do your research, you should know what you are getting. It does everything what it says it can do, and i have no issues what so ever.","Cons:I got this bundled with a mother board and the mother boards color controller AURA is not compatible with the included RGB fan. This means that i have to use cooler masters software to change the color instead of using the RGB controller that controls the rest of my rigs colors. This is the only reason i gave it 3 stars. If you are going to include an RGB fan, it should be compatible with the motherboards you are bundling them with Newegg.OR... AMD, you need to have 2 cables, one for power and one for the RGB controller. This means any themes i pick using AURA are going to look out of place because of the stock CPU fan. Witch is a bumber because AURA is pretty great.","Other Thoughts:i would recommend the Processor to other people on performance, but i will be telling them to not use the included fan."
AMD,YD270XBGAFBOX,5,"From a 1090t to a 2700x, this CPU impresses!",2018-10-26,"Pros:- Excellent multithreaded performance- Incredibly price to performance ratio- Outstanding productivity performance- Excellent multitasking performance- Great gaming performance- 8 cores and 16 threads for under $330 USD!- True SMT, not hyperthreading- Significantly less security flaws than Intel's series- It CAN be overclocked above it's rated clock, but you need to play with BCLK, LLC, voltage and PBO (along with CPB).","Cons:- Does not clock as high as Intel (not really a con to me, but it might be to some!)","Other Thoughts:This has been an exceptional CPU. Windows 10 Pro runs beautifully, and I can do some many things at the same time, I actually can't max out the CPU in the real world. My 1090t was starting to struggle with modern games and rendering times, plus I've already overclocked it as far as I can go. The 2700x has met and exceeded my expectations across the board. I know that in theory, you could get 300fps with an Intel chip versus the 290fps with the Ryzen chip, but at the sacrifice of TDP and SMT and who wants to pay that much more for only a few FPS in games? I do more than game anyway.I make music, I program, I write, I compile source, I do a whole bunch of stuff including video editing. This is definitely the best all-around CPU you can possibly buy until Zen 2/Ryzen 3000 comes out.Highly, highly recommended."
AMD,YD270XBGAFBOX,5,Awesome,2018-10-25,"Pros:Great performance of course. Paired with 16gb 3200mhz ram, and it's awesome. The stock cooler is excellent (cools the cpu really well, looks BEAUTIFUL, and is small so it doesn't block any ram slots), and the pre-applied stock thermal paste is working great. price is good, i would gladly pay more for this. comes with a cool sticker.","Cons:Installation wasn't difficult, but it wasn't super easy. the latch on the cooler is kind of a pain.","Other Thoughts:This cpu runs hot. 50-60 degrees while gaming, can be 75 in really cpu intensive stuff. don't worry about it, that's how it's supposed to be. totally safe at those temps."
AMD,YD270XBGAFBOX,5,Well Done AMD,2018-10-25,"Pros:I couldn't have asked for a better cpu. Paired with the Asus ROG Crosshair VII Hero X470 motherboard, M2 Samsung evo SSD, G.Skill Flare X Series (3200) 16GB, GTX 1080 ti, and a EVGA CLC 280 AIO. This build is lighting fast. Originally went for the i9-9900k upgrade but found it the less attractive buy and canceled my pre-order for various reasons. I couldn't have made a better choice. Great work amd.",Cons:A bit quirky with software.,Other Thoughts:Be advised some software doesn't work with well with amd. EVGA Liquid cooler software doesn't work and like many reviews of that cooler stated. By-passing the cooler and plugging directly into the motherboard Is required.Another important note. Do not use your old OS disk to install windows 10. It has been stated on many forums the old OS disks will cause freezing and lock ups. This was very much the case for me. Download newest install version onto a USB drive.
AMD,YD270XBGAFBOX,5,2700X review,2018-10-20,Pros:Stock cooler is nice and will let it hit its advertised 4.35Ghz turboI have mine however on a H150i AIO runs cool never even seen it hit 60C during games. I do not have mine OC never plan on it better to just let it do its own thing.Using to own a I7 4790K before switching to ryzen the 1700 felt a little bit like a downgrade for some older games BUT this CPU is almost as good.Have it paired with a GTX 1080 and a 1440P 144hz panel this CPU doesn’t bottleneck my card at all in basically any title! GPU usage in GTA5 will sometimes only be around 80% usage but this happen to my 4790K at 4.7Ghz as well.Tips for buyers I don’t care what anyone says go to your motherboard’s memory compatibility list on their site and make sure the memory is supported on that board with Pinnacle Ridge! Don’t buy anything below 3200mhz either unless you only plan on using this with mid-range GPU’s or you aren’t a gamer.Geekbench 4 scores down below I’d love to link the site if newegg decided to be cooler than other people and allow it!4934 Single core27835 Multi-CoreCineBench R15 scoresSingle Core 179Multicore 1800,Cons:Isn't Zen 2 or Zen 3 Amd don't delay these launchesNot 100% why but it's not terrible but Intel systems boot way faster i had the same SSD's on my Haswell CPU and it booted in like 20 seconds this machine takes twice that time not a big issue however. Note this was like this on 2 different AM4+ boards. Probably has something to do with their AGESA.,Other Thoughts:I will be upgrading each time Amd comes out with a new CPU for around 350$ most of the time I can get half the money from just selling the older CPU! This is like my only hobby so most of the time I have the money haha
AMD,YD270XBGAFBOX,5,Work nicely under loads,2018-10-19,"Pros:workhouse, easy install, cooler looks great and does the job plus 16 threads nothing not to like about it.",Cons:None,Other Thoughts:I'm impressed with performance and cost.
AMD,YD270XBGAFBOX,5,Great performance and value,2018-10-18,"Pros:This is a lot of compute power for your money.  The stock cooler looks good & performs easily well enough if you're running it stock.  XFR2 provides safe dynamic overclocking based on current load & temperature.  For the first time in years I'm running my desktop CPU with a stock cooler and no manual overclock.  It performs great as-is, so I'm not really motivated to tinker with manual overclocking.  Yes, you can get better gaming performance with Intel but even as someone who enjoys 1080p gaming on a 144Hz monitor I'm very happy with the frame rates I'm getting with this processor.  Still, high frame-rate 1080p is where Intel makes the most sense ; at 1440p (and especially 4K) I wouldn't even consider Intel.  Next year you'll also have the option to drop a ZEN 2 processor into your mainboard with only a BIOS update required.","Cons:If you want the absolute most frames that you can get at 1080p (or even 1440p) and you don't care much about cost, this isn't the processor for you.","Other Thoughts:If you have good quality TIM on hand by all means use it, but the pre-applied TIM on the stock cooler is actually fine, and will perform better than your TIM if it's misapplied.  I recommend 3200 MHz memory for Ryzen processors.  Tight timings (like 14-14-14-34) will help performance, but 3200 MHz is the main thing so if you prefer to spend a bit less and get Cas16 memory that will be fine.  Look for memory that's advertised as Ryzen-compatible, and check the manufacturer's QVL to ensure compatibility with your mainboard.  Memory compatibility is much improved in 2nd-gen Ryzen but you can still avoid a potential headache by doing a little investigation before you place your order."
AMD,YD270XBGAFBOX,5,What can I say. Wow.,2018-10-18,Pros:FAST. Incredible when paired with good ram. Blows the doors off my buddy's i7-6800k.,Cons:Cache and memory latency! 65ns? really? seems about average no matter what I stick in there!,"Other Thoughts:I'm really impressed with this chip. It's incredibly fast. It has a drawback or two, but it's more then worth every penny I spent. Came from an FX 8350, and the difference is incredible."
AMD,YD270XBGAFBOX,5,Great CPU,2018-10-15,"Pros:Love it, used to have an Intel 2600K, an AMD FX9590.   Since Ryzen came out I'd rather go with AMD then Intel but still Nvidia for graphics (Till AMD brings out better cards which will be soon hopefully)",Cons:- None,Other Thoughts:I don't know if I'd purchase another 2700X CPU but planning a Ryzen build for my son running on a Ryzen 5 2400G CPU/APU but depending on when I start the build I'm hoping they will bring out a more powerful  CPU with built in graphics for cheap too. If I could afford another 2700X  I probably would buy it again though.
AMD,YD270XBGAFBOX,5,"All the cores, none of the monopoly",2018-10-15,Pros:-8 cores-easy 4ghz 24/7-smashes everything I throw at it.-Stock Cooler looks cool,Cons:-wasn't free,Other Thoughts:Happy with this CPU even if other CPUs have higher single thread performance or extreme frequencies.My first AMD CPU. Probably not buying Intel again.2700x/Asus x470 Prime Pro/F4-3200C16D-16GVKB
AMD,YD270XBGAFBOX,5,Great All-Around CPU,2018-10-14,"Pros:-Good Price-RGB cooler (even though that's a con, because the cooler could be better without the RGB).","Cons:-Stock cooler comes with too much thermal paste. When I went to remove it after testing it for a day, it wouldn't come off and was stuck to the CPU. The CPU ended up coming straight out with the cooler. Not cool. The CPU was still stuck to the bottom of the cooler. I had to twist it to get it off, and that created a very noticeable and deep scratch on the CPU's IHS.-Low quality thermal paste.-Thought I was going to break the cooler trying to get it locked. Just needed a LOT of force.","Other Thoughts:-I wouldn't recommend the stock CPU cooler, even though it looks great."
AMD,YD270XBGAFBOX,5,Simply excellent!  Game changer and a wake-up call for the competition.,2018-10-14,"Pros:The CPU is extremely fast and capable of annihilating all the tasks I have thrown at it, including gaming. The AMD PB2 and XFR2 work supremely well and eliminate any need or urges for overclocking. They provide a very smart dynamic auto-overclock based on the specific operating condition of the silicon.",Cons:The included Wraith Prism cooler does a good job of keeping the CPU cool but it is quite noisy.  I would highly recommend the Noctua NH-U12S SE-AM4 cooler for people who put priority on silent computing.,Other Thoughts:I am EXTREMELY pleased overall with the Ryzen 2700X and would very highly recommend it.
AMD,YD270XBGAFBOX,5,None,2018-10-14,Pros:- Works great and is fast.,Cons:- None so far,None
AMD,YD270XBGAFBOX,5,Great Value,2018-10-14,Pros:can get this cpu and a high end x470 for the current asking price of a 9900k and this is only about 17 percent slower or less and it comes with a nice stock cooler. 8 core 16 threads. it games great and  runs circles around my old i7 950 and 2700k,Cons:its not the fastest but it right there. its down 17 percent at best to intel 9900k and almost half the price,None
AMD,YD270XBGAFBOX,5,No need to overclock. Great cooler.,2018-10-13,Pros:Comes with paste on the cooler. Very fast. Lots of programmability using RyzenzMaster.,Cons:Cheap paste. Scraped it off and used MX4. Didn't need to. Stock paste is good enough.,Other Thoughts:I really like this AMD CPU. AMD is finally TCOB. Good job AMD. Can't wait to try the 7nm stuff.
AMD,YD270XBGAFBOX,5,AMD RYZEN 7 2700X is an awesome processor!,2018-10-13,"Pros:-8 cores/16 threads with high enough frequency for a good price, with a good cooler tooFor the price, I would buy 2700X over Intel's 6 core/12 threads Core i7 8700K or i7 8086K any day. That holds true for gaming too. Yes, Intel chips have higher frequency, but some people reported that despite having more fps at lower resolution (1080P or 1440P), some games did not run as smooth as with 2700X, so overall experience was better with Ryzen  7 2700X. At 4K, you don't even get slightly lower fps with 2700X, 1 or 2 frames at the most, which is within the margin of error. Gaming is generally considered to be 2700X's week point, but it is really not, and at 4K resolution, there is no difference, no matter what high end video card you are going to use. Of course, if you do other things that can take full advantage of 8 cores/16 threads, 2700X wins against Intel's 6 core/12 threads i7 8700K or 8086K with no contest. Always read and watch the reviews to make up your own mind before you buy any processor!","Cons:-NoneI am personally extremely happy with my AMD RYZEN 7 2700X, including its gaming performance.","Other Thoughts:Intel is soon to release Core i9 9900K, which will also have 8 cores/16 threads, just like Ryzen 7 2700X. It is about time, considering that AMD had 8 core processors for about 1.5 years now (not counting CPUs before Ryzen) on the mainstream platform. I have no doubt that Intel's i9 9900K will have better performance than Ryzen 7 2700X. But then it comes down to price, and I am pretty sure that Intel's i9 9900K will be much more expensive for somewhat better performance than Ryzen  7 2700X, especially because of Intel's current production issues with 14 nm process. Intel's i9 9900K should cost $488 US (not CAD) when released. To be honest, if you want 8 core/16 threads processor and if you are after gaming performance, I would suggest to get AMD's 2700X (not Intel's i9 9900K), and put the difference towards a better video card, which would in general improve your performance in gaming way more than getting Intel's i9 9900K alone. That being said, you don't necessarily need 8 core/16 threads processor for gaming in 2018, but I would recommend it, considering that you may want to keep it for a while. Ultimately, it is up to you to decide if it is worth buying Intel's i9 9900K or i7 8700K or i7 8086K or any other processor over Ryzen 7 2700X."
AMD,YD270XBGAFBOX,5,NICE!,2018-10-11,Pros:-Will do light work of basicaly anything-Nice cooler in the box,Cons:-none so far,None
AMD,YD270XBGAFBOX,5,Wow,2018-10-05,Pros:So fast it cought me of guard at 1st.   Everything runs super smooth and fast.  Replaced my 6700k.Paired with MSI Carbon Pro and G Skill 3200mhz memory.Everything Worked like a charm.  Didn't even had to re-install windows it just worked.  I will reset windows just in case.Stock cooler is good.  I was playing cs go with an open case and my temps were 49-51 Celsius which is insanely cool.,"Cons:Fan a bit loud, but its not a big deal",Other Thoughts:Recommended this prdouct to few of my friends and they got it too.None of them any any issues so far.Good Job AMD and welcome back in the CPU world.
AMD,YD270XBGAFBOX,5,Excellent processor,2018-10-04,Pros:I really like the speed this processor has.  The stock fan is quite enough for what I need.  I like the stock fan being RGB.  The whole thing works great with my Gigabtye X470 Aorus.  The CPU fan is very quiet.,Cons:Cons are required but not necessary with this product.,None
AMD,YD270XBGAFBOX,1,"DON""T BUY ***READ***",2018-10-01,"Pros:Below is my original review, go to CON's.I'm running Ubuntu 18.04 and upgraded from an Intel i7-6700k. The Meltdown and Spectre patches killed my performance and became unbearable. This CPU with the Gigabyte X470 Auros Motherboard surpassed my expectations. The performance in spectacular. I use it for development and compiles/builds have noticeably improved.",Cons:AMD has introduced a performance penalty in their latest update to their AGESA 1.0.0.4 Microcode. This update decreases the multi-threaded performance of the CPU by more than 15%.I have been in contact with Gigabyte and they acknowledged the problem and w﻿ere able to reproduce the results as well. The performance decrease can be noticed using real world applications and synthetic benchmarks such as Passmark's PerformanceTest.Gigabyte said they would be contacting AMD about the issue.My guess at the moment is a variant of Spectre flaw was patched and has critically hindered the performance and AMD just silently didn't tell anyone.Be warned for anyone buying the Ryzen 7 2700x and getting the expected performance that has been reported in the past. This patch has hit the overall performance of the CPU.,None
AMD,YD270XBGAFBOX,5,its ryzen 7 2700x!,2018-09-30,"Pros:RGB on the wraith prism cooler looks fancy and syncing well with motherboard RGBs with proper software.very strong multicore processing, it gets my video rendering work done really fast.for my 4k gaming experience along with vega 64 GPU, this ryzen 7 2700x does superb work with no bottleneck.for OCers the stock RGB cooler decent jobs cooling down the CPU and low fan noise, I would not spend money on aftermarket coolers for light overclocking on this CPU though.",Cons:none,None
AMD,YD270XBGAFBOX,5,Great Productivity Processor,2018-09-30,Pros:This is a very fast processor.  It is great for a mix of productivity and gaming performance.  Comes with a cooler that has optional RGB.,Cons:Limited PCIE lanes limits the number of M.2 NAND drives and high performance graphics cards that can be used.,"Other Thoughts:I replaced my i7 6800K with this. The two extra cores help with productivity and the higher based/turbo clocks make it great for games.  I thought about going with the best i7, but all the coolers excluding custom loop water, disinterested me and I did not want to spend the extra cash for it.I chose the X over the non-X to get higher clock frequencies for better gaming performance.  I have not overclocked this processor as it is fast enough for me without overclocking.  I need stability and this processor, even with the included cooler, is solid.I have not found out how to control the inner ring of the RGB on the cooler to keep it from color changing.  But it looks cool, so I stopped fiddling with it."
AMD,YD270XBGAFBOX,5,Pretty Awesome for 3D Modeling and Gaming,2018-09-30,Pros:Got to clock to 4.15Ghz across all cores at 1.2875V which is awesome for temperatures and productivity. Scoring an 1874 on cinebench was a good sight. It does anything and everything you could want without too much of a hiccup once you get it tuned in.,"Cons:The Voltages at stock are a little crazy if your board automatically applies an all core clock speed. I saw it fluctuate from .9~ish volts @2.8Ghz to 1.55v at 4.3Ghz, just from the stock settings with the board auto-applying the All Core Boost. This made my processor sit at roughly 80-85 Degrees C Tdie (90-95 C Tctl). That temperature was a tad uncomfortable for me and it climbed easily when the GPU was also pushing heavy loads. The only thing I wish is that in the future AMD makes sure that features which can cause an auto-overclock are disabled by default as some people may never check for this sort of thing.","Other Thoughts:I'd still recommend this over Intel if you want your computer to perform well in a variety of different tasks, such as: Gaming, Recording, 3D Modeling, Game Development, Video Editing, etc.With the Vega 64 Listed below, I've been getting 100-120fps (Locked at 120fps) on Fortnite at 1080p@Max, 65-75 FPS in Doom at 4k@Max, and am getting great performance in blender for modeling.System:Ryzen 2700xCooler: MA610Px470 TaichiG. Skill Mem Model F4-2400C16D-32GFTSapphire Nitro SR Vega 642x 1Tb WD Blue SSDRM850x Power SupplySilent Base 800 Case"
AMD,YD270XBGAFBOX,5,Powerhouse!,2018-09-28,Pros:8 Core/16 Thread performance I barely reach 50% load during gaming/everyday tasks (gaming). I upgraded from an Intel i7 3770K which was decent for 1440p gaming though would bottleneck with 4K gaming. AMD 2700X Handles 4K like a champ with room to spare. I'm still troubleshooting clock and memory speeds. Currently workingat 4.3GHz @ 1.4+/-. Very pleased with where AMD is going and how they are tackling Intel. Healthy Competition is always welcomed.,Cons:Little headroom beyond 4.3GHz though considering this is an 8 core CPU that's understandable. AMD is still innovating! Pending Zen 3 @ 7nm.Stock cooler is adequate if you do not plan on overclocking anything. You can try to overclock on air though will see temps spike past your comfort zone. Cinebench on air would push me to 90-100+ Celsius and Idle temps would fluctuate between 60-70c. Now granted I did not use thermal paste. I used a thermal graphite pad. I'm currently using thermal paste with a custom water loop that has improved temps and clock speeds. You may have different results. Take mine experience with a grain of salt.,Other Thoughts:Current Rig:Ryzen 2700X X 43GHzAsus X470 Crosshair VII WifiCorsair 32GB GDDR4 3466MHz running at 3200MHz Stable2 x EVGA 1080 Hybris in SLICorsair HX1000iCorsair 570X RGB Crystal Case White
AMD,YD270XBGAFBOX,5,Wow this thing is fast.,2018-09-27,Pros:Just use the wraith spire included with this CPU. I bought an AIO water cooler and quite frankly I wasted a lot of money on it. Just use the cooler the box has inside of it.,Cons:None.,Other Thoughts:Would have been nice to have some detailed instructions on how to install this entire thing. At least include a how to.
AMD,YD270XBGAFBOX,5,AMD is back,2018-09-26,"Pros:FAST. Don't let the benchmark hardcore geeks fool you, this chip from AMD put them back into the game big time. If you are a hardcore custom building OC'ing ultra computer nerd, then you are likely going to find more hobby potential somewhere else. If you are everyone else, gamer, graphics design, whatever, then this is the chip for you. AMD's own fancy little algorithm does an amazing job of optimizing power use and boost clock performance without having to touch anything. It's plug and play speed.","Cons:None? I have heard these chips run hot, but i built my rig with a liquid cool set up from the get go so i couldn't say. The included air cooler is huge and fancy and looks like a part from a space shuttle or something, so odds are even if it runs hot AMD has you covered with that thing. I went liquid because I have in the past and IMO more stable temps also means more life and less fan noise. Especially the fan noise part.","Other Thoughts:Now is the time to give AMD a shot. This chip is bonkers. I picked up a Vega 64 GPU to go with it, a lot because of price but also because the (hard to find) unbiased reviews gave it very high marks on par if not exceeding the 1080's. I hope AMD can design a GPU to put Nvidea on it's heels like they did to Intel with chip.I put this into a new rig using ASRock's Taichi mobo. What a brilliant combo it has been so far."
AMD,YD270XBGAFBOX,5,Great product.,2018-09-23,Pros:Excellent processor. No regrets.Fast and secure shipping.,Cons:Nothing.,None
AMD,YD270XBGAFBOX,5,Nice Processor,2018-09-18,"Pros:Fast, upgraded from FX8350, which was fine, but this is fast. To be fair I did change to a M.2 SS harddrive, I'm sure that made a difference also. But I am happy, nice stock cooling to go with it, normal temps about 53 C.",Cons:No con that I can see.,"Other Thoughts:Would recommend, AMD is doing a fine job!"
AMD,YD270XBGAFBOX,4,Great chip,2018-09-17,"Pros:Ryzen pros should be well known. Its 8 core 16 thread, I don't see CPU usage above 60% in gaming leaving plenty of CPU for streaming, background tasks etcChip install is a bit less touchy than Intel on the socket- just be REALLY careful with the chip itself. Do. Not. Drop. lolThe Wraith Prism cooler is legit beautiful and does a decent job cooling if you cant afford an aftermarket solution right now.","Cons:Maybe I just got a bad chip, but mine runs hot. I idle at around 60c and max at 85-90 on air cooling and 77-80 on an AIO. It idles at 60c no matter what. I may RMA the chip for this reason. On air, my clock speeds also dial WAY back- down to 3.6 or 3.7 under full load.Overclocking is pointless, and confusing. there are so many different ways to do it, the MB, Ryzen master, Asus AI suite 3- I don't know how these different things interact and am not comfortable with it. I just want one way to overclock.Warranty is dumb. Ryzen voids your warranty for just about anything- they give you xfr2 and then tell you it voids your warranty to use it. xfr2 doest do anything for my chip anyway btw.","Other Thoughts:I am liking the chip in general, but I did seem to have gotten a bad one which is unfortunate."
AMD,YD270XBGAFBOX,5,Worked on first POST,2018-09-13,Pros:Worked. Temps are okay. I ordered better thermal compound to see if that makes a difference.,"Cons:I wanted to get the Prism cooler, but didn't want the higher power consumption. I now find the Prism is not available, and am now looking at water cooling.",Other Thoughts:I would recommend this cpu. I have had nothing but good experiences so far. I liked the lower power consumption compared to the 2700X. The performance delta is small.
AMD,YD270XBGAFBOX,4,OK... But,2018-09-09,"Pros:It does everything it says, no complaints there,","Cons:Ok, seriously with this packaging? I mean come one! I bought a specific model that is specific to one socket, why do you give me install instruction for installing on an AM2 board???","Other Thoughts:Well, it does do all the things you already read. BUT. When you have to install it, just start guessing about the fan, Nothing about it in the instructions. So maybe this will help someone... There are 2 covered ports, one for USB and one for RGB. If you have that RGB connection then you are good to go, don't worry about the USB one. Also, put the AMD logo in the top left corner on the fan, that seems to be the best orientation (no instructions). One side note: The RGB on the fan seems to be addressable with MLB software, except for the one ring right around the fan... it has a mind of it's own.***EDIT*** Ok you can control that ring of light with Cooler Master software (undocumented) and if you plug in the USB (undocumented). Not changing my 4 Egg review, this stuff should be explained in a manual. Loving the speed of this thing!"
AMD,YD270XBGAFBOX,5,great cpu!,2018-09-06,Pros:Haven’t had any issues what so ever.,Cons:None.,Other Thoughts:Some how mine came already over clocked to 4.3? XD
AMD,YD270XBGAFBOX,5,Best CPU for price,2018-09-06,"Pros:The Ryzen CPUs are truly great for the price. An 8 core, 16 thread CPU that runs fine with stock cooler. Some people say this CPU isn't good for gaming, but they are more than enough. I game at 1440p 60fps+ on the smaller CPUs (Ryzen 1600) and haven't experienced any CPU bottleneck in *any* game. These are also very good for video editing.",Cons:None,None
AMD,YD270XBGAFBOX,4,Better than Intel,2018-09-05,"Pros:Run perfect at stock frequency with its stock cooler, not hotter than 75C in encoding.",Cons:AMD should use a better thermal compound on the cooler.,None
AMD,YD270XBGAFBOX,5,Finally over a week later,2018-09-04,"Pros:Power .... and what a lot of it, pus the CPU cooler added with it is an amazing perk",Cons:I'll let you know if I find one,"Other Thoughts:.... my suggestion is pay for the extra shipping, to expensive a part for it to be late and be in another province.Shipped on Monday and was available for pick up the following Tuesday, for a destination that should have take 2 days max.I would remove an egg for the 8 day hassle to get it but that would not reflect the product nor Newegg but Canada Post which is not the item being reviewed."
AMD,YD270XBGAFBOX,1,Great product I'm sure...if it worked.,2018-09-03,"Pros:No Pros for me. The mobo an error code of ""8"" right out of the box. Not ""08""...""8"". I did look the error code up but at this point I don't recall what it meant. And it doesn't matter, I now purchased Intel based parts as I should have from the get go.",Cons:Didn't work.,"Other Thoughts:Bought this in a combo. Combo #3821024. This also included AMD RYZEN 7 2700X 8-Core 3.7 GHz (4.3 GHz Max Boost) Socket AM4 105W YD270XBGAFBOX Desktop Processor and G.SKILL TridentZ RGB Series 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3200 (PC4 25600) Desktop Memory. The memory for this combo was incorrect and was not for AMD. The AMD part number should have an ""X"" at the very end (F4-3200C14D-16GTZR ""X"") but I was sent (F4-3200C14D-16GTZR). This is clearly stated on the G.SKill website and when picking parts on pcpartpicker.com they had the incorrect part as well. Luckily the dude I spoke with who helped me return this put in a ticket to change the incorrect RAM part after he checked it while I was on the phone with him. Hopefully they have the combo with the correct TridentZ RAM with Ryzen CPU's now. Well, I attempted to go with AMD for the very first time and it didn't work out. So, after receiving my refund I came back to Newegg and purchased Intel based parts. I'll only be paying about $50 more for Intel parts that have worked for me for years and years. I'll stick with Intel from this point on for sure! Sorry AMD."
AMD,YD270XBGAFBOX,5,Nice Cpu,2018-09-01,Pros:Runs Really Fast.Fits Perfect In Asus Prime X470 Pro MV,Cons:Stock Cooler Runs LoudOverDrive Makes Voltages Wacked,Other Thoughts:Turn Overdrive off and just keep it at stock speed and shes a the best cpu ever
