EVGA,06G-P4-6163-KR,5,Great video card,2019-02-14,Pros:-awesome performance for the price-evga warranty/support,Cons:-none,Other Thoughts:Card is a couple years old now but has performed flawlessly in that time. No complaints at all and EVGA is always the best for customer service if there is ever a problem.
EVGA,06G-P4-6163-KR,5,Better Than I Expected,2017-02-19,"Pros:This card really is the king of 1080p gaming. Elite: Dangerous had been ranging between 24-60 fps with my old GTX 660 ti card and now runs a smooth 57-61 fps with the 1060 with most settings at Ultra and a few at High (VSync on). Card runs cool. The fan doesn't even activate until after about a half hour of playing Elite and then just barely. Haven't seen the temps go above 55 C under stock fan settings. Plays Elite, Skyrim and Fallout: New Vegas effortlessly at max or near max settings at 60 fps.*UPDATE 2/19/17* Tried it with The Witcher 3 and that makes it run hotter, around 70-75 C with the fan going over 60%.","Cons:The only problem I had was that one of the two back panel screw holes didn't quite line up with the one in my case, but the other one did, so the card is locked down well enough. Just a minor irritation and could be my case's fault.","Other Thoughts:Smooth 1080p gaming, runs cool and quiet, what's not to love? If, like me, you were wondering if it was really worth it to upgrade from a 660 ti, go for it! It really does make a difference."
EVGA,06G-P4-6163-KR,4,Great Card,2017-02-03,Pros:Great 1080p gaming,Cons:Does not turn on randomly after going into sleep mode while pressing key board or mouse; so have to hard turn off computer,None
EVGA,06G-P4-6163-KR,5,"Yes, has no problem with 4k monitor.",2017-02-02,Pros:- It is really quiet...  almost as quiet as the fanless Nvidia 650 I had before I bought this.- Had 0 issues while installing the card.  Works perfectly after 5 days of use.,"Cons:- Performance improvement on games, over my old 650 card, is not noticeable except for ability run higher resolutions.",None
EVGA,06G-P4-6163-KR,5,Solid upgrade,2017-01-30,"Pros:Best card I could fit in my stock HPHigh fps on multiple games, limited only by my monitorGreat value",Cons:If only a dual fan could be a little smaller,"Other Thoughts:Coming from a 750ti, this card is epic! Witcher 3 is very lush at 60 fps and doesn't drop below 50 fps on Ultra with mostly max settings in a fight."
EVGA,06G-P4-6163-KR,4,Small But mighty.,2017-01-24,Pros:Normal EVGA quality without the stupid MLG/ROG/420 no-scope aesthetic. (if you know what I mean)Small- fits in almost all cases.Powerful- runs all modern titles at mostly high to ultra settings assuming 1080P resolution.Nvidia stability- never have driver issues on the green team.,Cons:Runs hot.Runs loud.,Other Thoughts:If space is not a problem then go with a full size card you will thank me.If you must go with a small card then you might want to under-clock this little guy for normal daily use as I find that it stayed hot even when under very little load.
EVGA,06G-P4-6163-KR,4,Good Product!,2017-01-23,"Pros:-Easy to install, as would be expected.-Arrived quick and in a sturdy box, so it wasn't damaged at all.-Software was easy to install as well.-Runs most sorts of games buttery smooth, at least for me!-Easy fit for small towers.","Cons:-Not actually the card's fault, but EVGA's Precision tuner absolutely kills performance on really nonintensive products. Paint.NET refused to respond, but this was easily rectified by just shutting off the EVGA program.-My box did not come with instructions on install, which is fine if you've seen other people do this sort of thing, but could really turn off a newbie who honestly wants to get into this without fear of damaging these 200+ dollar components. I took an egg off just for this.","Other Thoughts:I recommend this product to people who have the money to get the 6GB model. The extra 50 bucks can be a bit of a pain, but the extra 3GB of VRAM certainly will help the card survive a lot longer with other models coming out.I would have really liked to know a good estimate for power supply usage as a whole, not just recommended for this card; Thankfully I already had one strong enough to pull the card's weight.All in all, I will most certainly be purchasing from EVGA again in the future."
EVGA,06G-P4-6163-KR,5,The best video card to get without spending a ton,2017-01-20,"Pros:Battlefield 1 - Ultra detail with max 1920x1080 resolution on ASUS 24"" 144hz monitor.  Runs like absolute butter with zero lag or drop in framesCan't believe the size of the card and the power it hasMuch less fan noise then my old dual fan cards",Cons:None,"Other Thoughts:For the size, price, and performance you can't beat it."
EVGA,06G-P4-6163-KR,5,GTX 1060 6GB,2017-01-10,Pros:-Small for small towers-The better 1060 (This)-Doesn't get crazy hot.,Cons:-Not flashy,Other Thoughts:-Only get a 6gb 1060 model. It is way better
EVGA,06G-P4-6163-KR,5,GTX 1060 SC 6GB,2017-01-09,"Pros:Wonderful product with compact design, amazing if there's little room to work with in the case and still gives amazing near perfect performance at 1080p res.",Cons:None that I have.,"Other Thoughts:Amazing buy for 1080p gaming users, 4k users, its good, but maybe something else is better."
EVGA,06G-P4-6163-KR,5,Good option for a budget 1440p experience.,2017-01-09,Pros:- EVGA quality.- Small size makes makes this an ideal upgrade for micro ATX builds and for cases with limited space.- Desirable frame rates and detail settings are achievable for 1440p gaming.- Relatively low power consumption.,Cons:- SLI is not an option.- DVI screws always come off when I unhook my monitor. (the screws unscrew along with the dvi),Other Thoughts:- 1440p gaming was achieved usingGTX 1060Intel Core i7 26003x4GB DDR37200 RPM 500GB HDD430 Watt PSUQNIX QX2710
EVGA,06G-P4-6163-KR,5,Excellent Product,2017-01-01,Pros:-Excellent cooling capability-High factory overclock speed-Compact design,Cons:-None,"Other Thoughts:-Comes with a nice factory overclock, so not a lot of manual overclocking here; locked voltage."
EVGA,06G-P4-6163-KR,5,1st gpu and very satisfied,2016-12-27,"Pros:This is the first gpu I've ever purchased that went in the first gaming level PC I've ever owned. I say this because I don't have anything to really compare it to.I can say that this card was the perfect choice for me. I needed a shorter card, and this one has the absolute best power to size ratio on the market right now.So far it runs ice cold and silent running 1080p max settings at least 60fps on GTA 5, Skyrim, ds3, steep, etc. 250+ on cs:go. I say at least 60fps because my monitor is an LG IPS 75hz, I just keep it in 60 with vsync on, because that alone is a monumental step up from even my ps4 pro. with vsync off, I get ~100+ fps on GTA 5 max settings 1080p.Did I mention silent and ice cold? truly",Cons:n/a,"Other Thoughts:I think it's too bad they didn't leave an option for SLI with the 1060 and down, but 1 is all I need anyway"
EVGA,06G-P4-6163-KR,4,"Small, Power Efficient, and Powerful!",2016-12-13,"Pros:• Packs a huge performance punch in a much smaller size than other GTX 1060's.• Even though it has a smaller heatsink and only a single fan, it still cools almost as well as other GTX 1060's.","Cons:Originally the card shipped with the 0 dB BIOS, which did not have that aggressive of a fan curve and made the card hot on idle and regularly reach 80°C under load. For some reason this BIOS is also incompatible with nouveau, and it was not possible to boot into Ubuntu 16.04 or 16.10 without using my integrated graphics to install the proprietary NVIDIA drivers. EVGA a few months later then rolled out BIOS version 86.06.27.01.60, which solved all of these issues. The fan idles at around 20% speed now, but is not audible at all.",None
EVGA,06G-P4-6163-KR,5,Simply great.,2016-12-06,"Pros:This is my first computer build, and I am so lucky to have built a computer in this time in technology. I have never tried any other graphics cards, so I can't necessarily compare with anything. All I can say is it's power is matching with the previous generations top dogs for $200 less. If you're coming from a 960 or a 970, you might be surprised with the difference (970 not so much, but you have the extra 2.5GB of VRAM to work with, so I'm not sure).",Cons:None thus far.,"Other Thoughts:It does tend to run hot while gaming without your own fan curve, but I would assume that most do. MSI Afterburner solved that problem, not to mention that I get to view all of my systems temperatures and usages alongside keeping my GPU cool. EVGA Precision XOC can also solve this problem, but you can't view all of your systems temperatures and usages with it, only your GPUs."
EVGA,06G-P4-6163-KR,5,Great Performance and a great upgrade in my case.,2016-11-28,"Pros:- Compact design ensures compatibility with most if not all form factor cases. (Used mine in Corsair 230t)- Low Fan Noise- Great Upgrade from a GTX 960, if you have a 960 or below (950, 760 ect) there is a great performance leap that is worth the upgrade.-Sits comfortably between a 970 and 980 in terms of performance",Cons:- None so far,None
EVGA,06G-P4-6163-KR,5,A dreamboat!,2016-11-25,"Pros:Fast, quiet, compact!  It makes my system run a lot quieter and also runs noticeably cooler.  Handles all my gaming very smoothly.  I upgraded from an old GTX 480.  Very glad I did, while my old card served me well, this was a great replacement for it.",Cons:I don't get to use it more than I do now!,"Other Thoughts:(nothing to do with the card) I to flash my MB and update it and tinker with it quite a bit to get it to recognize the card.  Once I did, it was smooth sailing for a couple of months now."
EVGA,06G-P4-6163-KR,4,EVGA GeForce GTX 1060 SC GAMING,2016-11-19,Pros:-More impressive performance leap from the 960 to 1060 than the 760 to 960 was.-Small size-Decent cooler/pipe array and  fan setup.,"Cons:-Fluctuating prices and availability.-Questionable Nvidia driver quality.-For a 1080p card, it's a little overkill. For 1440p, it's average.-No back plate.-","Other Thoughts:Great card. But for 1080p, you can go cheaper."
EVGA,06G-P4-6163-KR,5,Fantastic Graphics Card for the Price,2016-11-14,"Pros:I bought this card before the holiday price spike (around $250). It runs fantastic, I've run Fallout 4/Skyrim Remastered/Payday 2/EU 4/CSGO all on max settings and this card doesn't break a sweat. FPS stays above 60fps, usually much higher since I only use 1080p (normal is around 90-100), and I haven't seen it rise above 60 degrees Celsius even under full load for several hours. It is also very quiet, I never hear the fan. The configuration software provided by EVGA allows me to overclock and set gpu AI no problem.",Cons:None really.,"Other Thoughts:During the holidays the demand (and price) for this card increases exponentially, as one would expect. I would hold out until you find it offered online at a decent price."
EVGA,06G-P4-6163-KR,5,"Very efficient, High value, Small form",2016-11-04,Pros:Runs very quietRarely hear it at allLow power consumptionRuns stable at hotter temps,"Cons:Not as powerful as it's 1070 sister. (of course, not as expensive either)","Other Thoughts:I would highly recommend this card to people who are upgrading stock cases. It will fit in just about any mid tower I have seen. The thing is tiny in comparison to many other cards I have had. I have seen some people worrying about it's high operating temp, but honestly I think that is just its stable temp range. 5 eggs. Lots of goodies in the box as well."
EVGA,06G-P4-6163-KR,5,Good card,2016-11-04,Pros:Max out 1080P gaming great card,Cons:None,"Other Thoughts:6.8 inches, that's what she said."
EVGA,06G-P4-6163-KR,5,More than enough for me,2016-10-31,"Pros:Small form factor, a lot of power, its fan is off all the time unless I'm playing a very graphics intensive game, which I rarely do.",Cons:I don't play enough graphics intensive games to justify such a nice card!,"Other Thoughts:I put it in a Raijintek Metis case. Fits perfectly, although I did put a blow hole in the top to help deal with it running slightly hotter than I wanted. (High 70 C to low 80 C when playing No Man's Sky.)"
EVGA,06G-P4-6163-KR,5,Great Product. Works as advertise,2016-10-31,Pros:-Price-Performs extremely well-Ease to overclock-Perfect for 1080p gaming-Runs quiet  even under full load,Cons:-None so far and I  have been running for several hours everyday while gaming since I got it and no hiccups of any kind.,Other Thoughts:-Would recommend to anyone looking for a very good card at a even better price.
EVGA,06G-P4-6163-KR,5,Amazing FPS,2016-10-29,Pros:Replaced a hd6950 with this thing in my lga775 maximus 2 formula and I'm now playing the newest games with maxed settings at 60+ fps.-small form factor-good value,Cons:none expected,None
EVGA,06G-P4-6163-KR,5,Excellent performance for 1080p gaming,2016-10-28,"Pros:-Great value if you can find the card in stock at close to MSRP.-Performance is pretty much flawless at 1080p-Very power efficient, which is the main reason I chose this over the RX 480. My 400 W (high quality) power supply works fine with this card. The card only needs one 6-pin power connector.-The fan is quiet.-Idle power draw seems to be very low. I noticed that the fan doesn't even turn on at idle.",Cons:Frequently priced substantially above MSRP.,None
EVGA,06G-P4-6163-KR,3,EVGA GeForce GTX 1060 SC GAMING,2016-10-23,"Pros:Small in Size only 1 6 pin needed, Runs Cool",Cons:Drivers from Nvidia are unstable after hours trying to figure out if it was my monitor or the video card and trying 2 other monitors and installing multiple drivers all attempts failed. I should have waited for at least 6 months or longer till Nvidia would get the drivers ironed out,None
EVGA,06G-P4-6163-KR,5,"Easy to install , easy to overclock ...  must buy for high performance at a low budjet",2016-10-23,Pros:SmallEasily Overclockable (Check jayztwocents overclocking video )VR ready,Cons:-no backplate,Other Thoughts:I replaced my old 680 2GB with this 1060 GB.I run Doom Division in ultra at 1080 at 60 fpsThe 6gb memory is good for texturing software such as Substance painter 2 when you start to have a lots of layers ..I'm not disappointed
EVGA,06G-P4-6163-KR,5,"EVGA GeForce GTX 1060 SC GAMING, ACX 2.0 (Single Fan), 06G-P4-6163-KR, 6GB GDDR5, DX12 OSD Support (PXOC), Only 6.8 Inches",2016-10-12,"Pros:Small.Less power hungry (only 120W Total Dissipated Power) than my old EVGA Geforce 650 ti boost.I can now game at 60 FPS on games set to ultra (1920x1080).  Fry Cry 3 / 4, DOOM, etc.  Fallout 4 gets 60 FPS on ultra except for Diamond City.This thing does protein folding six times better than the old card (PPD now ~360,000):  Hits no higher than 74C folding and less than that while gaming.Boost clock goes up to 1960 MHz, but your results may vary.",Cons:Remember to take that stupid protective film off of the case.,Other Thoughts:Remember to a complete uninstall of your video drivers and install the latest driver from nvidia
EVGA,06G-P4-6163-KR,5,Solid.,2016-10-11,Pros:The best value GPU on the market (generally speaking).,Cons:None.,"Other Thoughts:I put this in a machine with a Skylake Pentium, and it can run World of Warcraft at maximum settings. So for about $300 you have yourself max WoW graphics."
EVGA,06G-P4-6163-KR,5,Plug and play,2016-10-11,Pros:Purchased this for 1080p gaming and haven't been disappointed. Size of unit permits for unobstructed airflow within my Nano S case.  Using MSI Afterburner for tweaking GPU. Great experience. Idle @ 25c  Load @ 68c with aggressive setting.  EVGA BIOS upgrade available for semi-passive fan use.  No coil noise.,"Cons:Lack of SLI, LED or backplate.",Other Thoughts:Great bang for your buck.  Solid engineering and performance.
EVGA,06G-P4-6163-KR,5,Great Value for the Price,2016-10-10,"Pros:- Awesome Value in this tiny card.  Mine came with the 0db fan bios, so was a simple driver download from the website, and i was up and running.   Plays all my games at 60fps, and they look amazing now!- Small size and only needs 1 6pin from the power supply has also cleaned up my case and increased air flow!- Stays cool using the default fan profile.  Have not felt the need to use a custom fan curve yet.",Cons:No Cons here.,Other Thoughts:Replaces a 4 year old HD7870 that decided to fail.  Could not be happier with this choice.
EVGA,06G-P4-6163-KR,5,awesome card,2016-10-08,Pros:-fast graphic rating when i bench marked it-super quiet fan at full speed-doesnt overheat very easily highest so far has been 48c-supports 4k i have it hooked up to my 55 inch screen tv and picture look great during game play- small form factor helps for better air flow in case-over clocking works great on it got my clock up to 2138 mhz and stayed stable and got memory clock up to 4666,Cons:- none so far only problem i had was with my skyrims enb not working but that was remedy by enboost though-no sli bridge which suck would deff like to buy another one to hook up together,"Other Thoughts:great card , great price would highly recommend to anybody awesome preformance"
EVGA,06G-P4-6163-KR,5,Excellent card for LAN Rigs/small form factor PC builds,2016-10-08,Pros:- Card size will fit in most small form factor cases that accept full size riser cards.- EVGA great grapic card company that has wonderful support.- GTX1060 benchmarks..go look them up! This card will be standard in all my friends low budget PC builds,Cons:- No SLI support :(- No shiny LED lights,"Other Thoughts:Hey....stop reading reviews...put this into your cart, head over to EVGA to look at benchmarks, put your wallet up to the screen, and give them your money! This card is amazing. I plan on recommending this card to anyone who has a small form factor PC build, travels to LANs, goes to QuakeCon, takes their shirt off while gaming, drinks too much Jack Daniels. Really. you need a new video card your Voodoo2 just isn't cutting it anymore. It's time to upgrade! DO IT! DON'T LET YOUR DREAMS BE DREAMS!!!!"
EVGA,06G-P4-6163-KR,5,Wow nice card,2016-10-07,"Pros:EVGA GeForce GTX 1060 SC GAMING, played all  online games  at max 1080p res with great fps.Small card fit perfect into my  small case.",Cons:None,None
EVGA,06G-P4-6163-KR,5,Very easy to install and a great upgrade to GTX 750 Ti,2016-10-07,Pros:The size of the card takes up very little space in my system case and the power requirements are well suited to both general and gaming requirements.,"Cons:None yet, but I'll keep looking.","Other Thoughts:I would definitely recommend this card to anyone who is considering the jump to the GeForce 10 series cards.  While it may not have all the specs that a seriously hardcore gamer wants, this card is very well suited to the other 95% of the gamers out there!"
EVGA,06G-P4-6163-KR,5,GTX 1060 SC Gaming (SF),2016-10-07,"Pros:- Runs very cool in a mini ITX case (even with just one fan)- Low noise.- More than enough horsepower for 1080 HD (really...1080 HD is hi def enough for most of us mortals)- Will run most any new title at max or near max settings. (leaps and bounds ahead of cards from a few years ago)- Only needs one six pin for power.- Quality as expected from EVGA!- No LED's or excess junk.- Optional software to control fans.- Can be overclocked further (but why bother?)- Affordable and includes a case badge, some stickers and poster.","Cons:- Really none as far as I can see, does what it says on the tin and then some.","Other Thoughts:Bought this to replace a 3 year old GTX 760, it was a great card...got the 1060 for about the same price and it's far better, should future proof my gaming for a few years. Of course I use a 1920x1080 LED HD monitor so it runs that smooth as butter if you are into 2k or more then you should probably move up to a 1070, but for 1080 HD this 1060 is the bomb.Be sure to get the SC Gaming model the cheaper version has a cheesy heatsink and the SC is already OC'd.Been playing Fallout 4 on Ultra with tons of texture mods and runs at 60 FPS with only a few drops in FPS when the action gets busy or there is a lot of foliage around, runs Elite Dangerous Horizons maxed out as well, also used on a few smaller indie games like Fishing Planet and I can't even tell it's running.All in all this card should serve most normal 1080 HD PC gamers very well and in the last 10 years I've had zero issues with any EVGA cards I've used...very high quality. When I upgrade again in a few years (or up to a 1070) I will choose EVGA and Newegg!"
EVGA,06G-P4-6163-KR,3,Doing something wrong?,2016-10-05,Pros:Overall I guess it was a good buy. easy to setup and is still fast however...,Cons:I can't seem to run GTA 5 in atleast High settings at 60fps. Other games like the Division and Battlefront work perfectly and smooth so maybe it's just GTA is poorly optimized. I would've expected the 1060 to be able to run gta in ultra but it doesn't that way which is why i'm also unsure of how other youtube videos playing gta 5 in ultra are able to run it consistently. I'm even using Precision XOC and that still isn't helping either.,Other Thoughts:I was originally using an r9 380 but there doesn't seem to be a huge difference between the two cards. how long until this card becomes obsolete?
EVGA,06G-P4-6163-KR,5,"Best ""Sweet spot"" card I've ever seen. Best current 1060 to buy.",2016-09-30,"Pros:As the title says, this is the best ""sweet spot"" card I've seen. The previous generation card in the ""sweet spot"" was the GTX 970, which came in at $400 and was actually a pretty good deal. This however blows that deal out of the water. This kind of performance (any game on the planet at 1080p, ultra graphics, at a constant 60fps) is simply unbelievable to me at this price pint, which is currently $259.Add to that the size of this card, which is probably 2/3 to half the size of many current cards. I LOVE this. Makes it so easy to use in almost any build.QUIET! I can barely hear this thing running (probably due to the single fan) while playing games.In a nutshell, this is the best performing card per dollar on the market. And this particular one (EVGA 6gb) is the best value among them.",Cons:None. Works perfectly out of the box at low temps and with super quiet operation.,None
EVGA,06G-P4-6163-KR,5,Solid Card,2016-09-26,"Pros:Small, powerful, affordable, runs cool, overclocks well, good value and highly rated. I would recommend this to anyone who games at 1080p.",Cons:I might have a problem with low minimum framerates when overclocking as I noticed a trend where the higher I overclocked the higher the average fps would go but the minimum fps would actually lower. Could be a problem for some people but yet to be a problem for me playing The Witcher 3.,Other Thoughts:Using EVGA Precision X OC I got an overclock of +150MHz on the GPU and +500MHz on the memory. My Unigine Heaven Benchmark 4.0 score is 1845 with an average framerate of 73.3 and runs at 70 degrees C after 20 minutes in Furmark. I haven't ran it overnight yet so we'll see if the overclock can survive an 8hr stress test.EDIT: turns out +150MHz is a little too much for The Witcher 3 to run stably but +90 works well.. At max settings with Hairworks I average in the low 50 fps with dips down to 40 at times but definitely still playable and enjoyable visually. Also using Precision X OC I had to increase the voltage bar on the left to 50% just fyi.One thing that bugged me was my custom Fan map didn't apply properly in Precision X OC so I had to run it in Aggressive mode instead. Not a huge deal and could just be me but it was something.
EVGA,06G-P4-6163-KR,5,Powerful.,2016-09-15,"Pros:I think I heard the card laugh, when I requested Skyrim maxed out.  It offered it up in 2K.  GTA V is maxed out at 1080p.  There may be frame rate dips, but I didn't notice.  I haven't officially measured anything.  I haven't overclocked or utilized the boost feature.  The card is a beast!",Cons:None.,None
EVGA,06G-P4-6163-KR,4,Eveything is perfect except......,2016-09-13,Pros:-Small form factor for the same specs as a double fan graphics card.-easy to setup-Benchmark and stress test are incredible-Really great product overall,Cons:-Normally a graphics card will come with an adapter for the DVI and VGA. This card only come with the power adapter (For old power supply). So be aware !,None
EVGA,06G-P4-6163-KR,5,No Man’s Sky? No Problems!,2016-09-13,Pros:-Price to Performance Ratio-Small Form Factor,Cons:-None,"Other Thoughts:I upgraded from an EVGA GTX 970 SSC ACX 2.0. Although the 970 is more than capable of running most games (GTA5, Skyrim, ARMA 3, etc) at high settings with 40 to +60fps (1080p), I had to give in to the hype of the 1060. At the price point Newegg was offering the card, I had to get one for myself.After receiving the card, I installed it along with the 1060's driver and 10 series specific EVGA Precision OC software. I also installed the 0db Fan Stop BIOS (the factory BIOS will have the fan running at 45%, minimum). I ran it at factory clock on Unigine Extreme settings (3 times) and got an average score of 2133.In my ITX case (specs below), I was getting temps up to 82C on the card, max, on each of the run, with the base curve. After fiddling with a custom curve, I was able to have the fan operate at a tolerable noise level and keeping the temperature at under 75C.Gaming-wise, the temps run slightly lower than the benchmarking temps, between 60-70C, depending on the instance in the game. I can run GTA5 maxed out @ +60fps. On No Man's Sky, with this card an my other specs, I get +60fps on the highest settings at 1080p, at all instances with no crashes (as reported by many people). Every now and then I'd get a few dips in fps but it most likely the game and not the GPU. This card is No Man's Sky friendly!If you're looking to upgrade and on a tight budget, don't settle for anything in the 900 series. This card cost less and performs just as well as the highest 900 series. I highly recommend this card!Specs:Case: Thermaltake Core V1CPU: i5 6600KMobo: GIGABYTE GA-H170N-WIFIRAM: G.SKILL Ripjaws V Series 8GB (4Gx2)OS: Windows 10GPU: EVGA 1060 SC ACX 2.0 Single FanPSU: CX750MCPU Cooler: LEPA AquaChanger 120"
EVGA,06G-P4-6163-KR,5,great product with great performance,2016-09-12,Pros:Very compact. Very powerful. Like the software for OC very much!,Cons:none so far,None
EVGA,06G-P4-6163-KR,5,Great 1080p card at a good price!,2016-09-10,"Pros:- Easy to install- Cooling is amazing, even with only 1 fan- Looks good (if this kind of thing matters to you)- Fits into almost any case, which is perfect for Micro ATX/Mini ITX builds- Requires only a single 6-pin for additional power- And most importantly, it performs like a beast! Coming from a GTX 950 is like night and day!- Bonus: I got some cool in-game stuff for Paragon, which is nice since I really enjoy the game :)","Cons:- Nothing really, other than I had to wait about a week to finally catch it in stock :)",Other Thoughts:Perfect budget card for 1080p (and maybe even 1440p) if you can find it at MSRP!
EVGA,06G-P4-6163-KR,5,Huge Upgrade,2016-09-09,Pros:FastMore RAM than I will ever need,"Cons:The ports don't match up very well with the back of my case,  limiting me to using the DVI port at this time. That is more my problem than the card I guess.","Other Thoughts:I went from a Radeon 5670 (it died) to this and WOW talk about night and day.  With the 5670 the best I could do was Medium graphics settings.  Now with the 1060 I am running max settings on the games I play (iRacing and ETS2).  If you can't afford or don't want to spend $200-$400 more (like me) on a 1070 or 1080,  this is a great card for the money!CPU-FX-4300 OC'd @4.1 GHzCPU cooler- Corsair H70MB- ASUS M5A97 LE R2.0RAM- Corsair Vengeance 8GB DDR3 1866PSU- 550 Watt"
EVGA,06G-P4-6163-KR,5,Amazing Performance,2016-09-08,"Pros:Amazing performance even without overclocking. Stays cool. Have not changed the bios for the silent one, I don't mind the fan .Highly recommend.",Cons:None,None
EVGA,06G-P4-6163-KR,5,"Small, and powerful card",2016-09-08,"Pros:- Overclocks like a beast- Can play nearly all games at 60+fps at 1080p max settings- Small form factor- Small TDP, hence perfect for small form factor builds",Cons:- Would have preferred a blower style cooler because of the SFF build,None
EVGA,06G-P4-6163-KR,5,"easy to install, super fast",2016-09-08,"Pros:doesnt heat up, shorter length means more cooling, and more space, bang for the buck video card.",Cons:none so far,None
EVGA,06G-P4-6163-KR,5,Huge upgrade from a GTX 760 at a ridiculously low price!,2016-09-07,Pros:Fits easily in mid sized case. Running new games on ultra quite easily. The single fan keeps temps well in cool range on heavy loads (Witcher 3 maxed including Hairworks) and is very quiet. A no brainer upgrade on a budget.,"Cons:Just wish this had LEDs, but that is just flavor :)",None
EVGA,06G-P4-6163-KR,5,Love it,2016-09-07,"Pros:Quiet, small, powerful",Cons:None,Other Thoughts:Perfect for my HTPC. Upscales 1080 and lower content to 4K with ease using pretty aggressive MadVR settings. Really fits the bill.
EVGA,06G-P4-6163-KR,5,"Fantastic upgrade, great price/performance",2016-09-07,Pros:- Cheap and effective-Runs at 65 C max in my set up- almost 3x better than my r7 260x- Low power draw-Small,Cons:-Literally none. I have had no issues.,Other Thoughts:I would recommend this to anyone in the 250-300 dollar price range that can't afford to move up to a 1070 or Fury X.
EVGA,06G-P4-6163-KR,5,Nice card for 1080P,2016-09-07,Pros:6GB of ram.. enough to run 4k if you wantNice upgrade path for the priceCard runs cool and quiet,Cons:Would have been nice for 2 fans. But 1 seems to do the job okLack of SLI in the 1060,"Other Thoughts:I run the Witcher 3 and some other AAA titles with max detail at 1080p with this card at a very good frame rate.Nice upgrade for me coming from an EVGA GTX 670card runs at 35c puttering around in windows, and 65c while gaming with the fan at 70%"
EVGA,06G-P4-6163-KR,5,"Easy overclocking, works great",2016-09-07,Pros:Easy install in my Phanteks p400 case and MSI z-170 pro motherboard.  Overclocking software is as easy or in depth as you want (I'm brand new to PC gaming). Was able to get great performance on Deus Ex: Mankind Divided (1440p 60fps after overclocking with very high settings).,Cons:None so far,None
EVGA,06G-P4-6163-KR,5,Love the card!,2016-09-07,"Pros:This was a major upgrade from my old 750 card. All games are running smoothly (FHD). With the new firmware the card is silent when non intensive GPU work is done. I have a small case, but the temperature of the card never exceeded 78 C. The fan was not too noisy either.",Cons:Nothing really.,"Other Thoughts:Great card, small, quiet. I like the fact that there are no LEDs on it."
EVGA,06G-P4-6163-KR,5,Great Card,2016-09-07,Pros:Wanted to upgrade my 660 Ti and this was in about the same price range as the 660 Ti was when I got it.  Love the performance and the size is a nice plus.  Painless upgrade.,Cons:No real complaints.,None
EVGA,06G-P4-6163-KR,5,"Great performance card at a good price, runs cool and quiet",2016-09-07,"Pros:-Great performance - I've been playing BF1 beta, Crysis, etc at 1080p with Ultra-high/maxed out settings with vertical sync on, and it keeps framerates at a consistent 60 fps with little to no fps drop.-Small form factor allows it to fit in smaller cases.-Cool and quiet (maxes out at 70'C during gaming, and the fan turns off during idle with the new EVGA bios)-Cheaper compared to other OCed GTX1060s (MSRP at $260)-Factory overclocked out of the box",Cons:-No backplate (it'd be nicer looking since others in this price range have backplates)-No SLi (none of the 1060s have this ability),Other Thoughts:Great product at a great price
EVGA,06G-P4-6163-KR,5,Best Bang For The Buck Hands Down,2016-09-07,"Pros:Size, Size, Size, did I say size? This little GTX1060sc is exceptional for the size, totally outscores my GTX970 in every benchmark I put it through. It's an EVGA... Who else could pull this off? dollar for dollar the best graphics card for the money there is. If you can get your hands on this I definitely would recommend you stop looking and buy this one.","Cons:I can't find one, when you do let me know.","Other Thoughts:Totally Recommend, Yes I would buy it again and yes I would recommend it to a friend."
EVGA,06G-P4-6163-KR,5,Best card for the money period!,2016-09-07,"Pros:Clearly if you are looking at this card, or in fact reading anyones reviews, you already know this card is awesome and its what you are looking for. I could say allot about this but the most important thing I can say is, First thing, Price$$$. This is the absolute best price for such a budget card that owns! I came from a very good running eVGA 760 SS and this card completely smooths everything I play. DOOM 2016, Both Metro games and several others. Face it, if this card runs DOOM 2016 smooth, ""EVERYTHING"" else is gonna run great!.This Card basically SMOKES AND GLOWS IN THE DARK!If you are really looking for ""The Best Bang For The Buck!"", then there's no reason to look at any other card or card model. This is it folks! :) :)",Cons:uhmm... It didn't cost $12 and I can't overclock it to 4ghz? :),"Other Thoughts:Again, and I want to stress, Folks.....This....is....the....best.....card.....for......the.....""MONEY"".....and....Speed! You will not be disappointed. But don't take my word for it. Read the other 65+ reviews for yourself :) eVGA OWNS! :)"
EVGA,06G-P4-6163-KR,5,Best card for the money period!,2016-09-07,"Pros:Clearly if  you are looking at this card, or in fact reading anyones reviews, you already know this card is awesome and its what you are looking for.  I could say allot about this but the most important thing I can say is, First thing, Price$$$.  This is the absolute best price for such a budget card that owns!   I came from a very good running eVGA 760 SS and this card completely smooths everything I play.  DOOM 2016, Both Metro games and several others.  Face it, if this card runs DOOM 2016 smooth, ""EVERYTHING"" else is gonna run great!.This Card basically SMOKES AND GLOWS IN THE DARK!If you are really looking for ""The Best Bang For The Buck!"", then there's no reason to look at any other card or card model.  This is it folks! :) :)",Cons:uhmm... It didn't cost $12 and I can't overclock it to 4ghz? :),"Other Thoughts:Again, and I want to stress, Folks.....This....is....the....best.....card.....for......the.....""MONEY"".....and....Speed!  You will not be disappointed.  But don't take my word for it.  Read the other 65+ reviews for yourself :)  eVGA OWNS! :)"
